1	25 Jan 2016	21:15:27	0	1	2	3	4	5	6	126	4	82	79	40	0	18	54	47	1	55	66	0	70	43	45	120	29	66	38
2	25 Jan 2016	21:16:27	0	1	2	3	4	5	6	122	5	60	128	85	0	58	70	58	6	134	127	17	110	119	91	138	71	92	148
3	25 Jan 2016	21:17:27	0	1	2	3	4	5	6	114	32	53	69	22	0	39	44	17	2	57	125	8	31	124	109	82	53	18	106
4	25 Jan 2016	21:18:27	0	1	2	3	4	5	6	76	12	65	115	48	6	55	12	54	2	104	176	117	22	77	109	100	39	8	81
5	25 Jan 2016	21:19:27	0	1	2	3	4	5	6	130	9	78	74	29	8	35	80	14	2	111	121	86	81	41	139	100	46	2	107
6	25 Jan 2016	21:20:27	0	1	2	3	4	5	6	106	48	49	107	206	21	49	67	77	6	82	68	87	66	108	88	71	59	85	89
7	25 Jan 2016	21:21:27	0	1	2	3	4	5	6	64	74	50	49	29	0	43	54	36	2	56	122	94	36	168	38	84	126	40	82
8	25 Jan 2016	21:22:27	0	1	2	3	4	5	6	84	26	77	132	47	2	20	79	37	0	106	102	26	27	61	97	71	70	8	95
9	25 Jan 2016	21:23:27	0	1	2	3	4	5	6	90	20	66	95	48	0	51	34	38	26	92	23	29	82	7	40	94	31	2	72
10	25 Jan 2016	21:24:27	0	1	2	3	4	5	6	124	12	70	112	12	2	74	73	36	33	102	34	9	71	8	38	78	14	61	60
11	25 Jan 2016	21:25:26	0	1	2	3	4	5	6	133	14	94	142	86	15	73	50	28	5	71	76	4	87	8	79	87	44	108	79
12	25 Jan 2016	21:26:27	0	1	2	3	4	5	6	117	27	46	108	67	44	54	61	50	3	59	89	99	24	3	69	148	74	7	143
13	25 Jan 2016	21:27:27	0	1	2	3	4	5	6	83	27	51	110	80	82	43	54	34	12	65	179	80	74	1	23	84	36	5	107
14	25 Jan 2016	21:28:27	0	1	2	3	4	5	6	116	0	39	131	81	35	45	53	32	2	63	98	63	81	4	123	144	37	1	111
15	25 Jan 2016	21:29:27	0	1	2	3	4	5	6	102	2	48	116	66	2	82	74	31	16	49	153	17	43	6	24	90	110	0	129
16	25 Jan 2016	21:30:27	0	1	2	3	4	5	6	18	3	31	123	29	3	61	63	31	3	84	116	3	129	3	106	95	59	3	53
17	25 Jan 2016	21:31:27	0	1	2	3	4	5	6	33	1	25	80	66	13	54	74	58	2	104	87	7	61	6	100	79	41	48	60
18	25 Jan 2016	21:32:27	0	1	2	3	4	5	6	131	3	78	170	18	2	43	50	39	4	75	115	10	73	2	104	100	36	11	109
19	25 Jan 2016	21:33:27	0	1	2	3	4	5	6	75	20	72	87	64	0	47	32	33	3	74	74	0	68	2	68	80	32	26	74
20	25 Jan 2016	21:34:27	0	1	2	3	4	5	6	104	14	83	101	46	0	62	52	37	7	39	54	4	17	1	90	127	59	41	133
21	25 Jan 2016	21:35:27	0	1	2	3	4	5	6	105	15	93	84	44	0	53	70	20	5	35	129	5	27	4	82	98	59	94	97
22	25 Jan 2016	21:36:27	0	1	2	3	4	5	6	123	21	66	122	35	0	32	34	9	8	53	109	5	18	2	60	110	69	9	97
23	25 Jan 2016	21:37:27	0	1	2	3	4	5	6	110	21	50	81	65	7	50	81	6	4	99	79	7	17	0	43	58	41	3	131
24	25 Jan 2016	21:38:27	0	1	2	3	4	5	6	177	11	60	111	60	0	61	51	8	12	114	101	27	24	0	112	119	73	1	130
25	25 Jan 2016	21:39:27	0	1	2	3	4	5	6	135	3	60	69	49	4	49	36	9	31	139	67	92	126	12	54	64	27	14	90
26	25 Jan 2016	21:40:27	0	1	2	3	4	5	6	115	8	59	143	25	9	58	32	6	18	143	82	67	86	11	88	86	24	10	72
27	25 Jan 2016	21:41:27	0	1	2	3	4	5	6	165	36	71	115	37	21	85	3	18	7	106	30	54	96	2	35	118	66	6	81
28	25 Jan 2016	21:42:27	0	1	2	3	4	5	6	111	0	75	100	48	25	57	0	27	14	105	61	114	15	0	40	72	59	5	66
29	25 Jan 2016	21:43:27	0	1	2	3	4	5	6	70	0	65	88	17	22	48	0	25	4	87	108	55	87	0	105	89	54	1	95
30	25 Jan 2016	21:44:27	0	1	2	3	4	5	6	81	4	43	107	8	19	54	2	30	13	22	56	157	81	0	53	105	52	1	104
31	25 Jan 2016	21:45:27	0	1	2	3	4	5	6	90	5	59	145	148	35	46	4	14	20	44	92	58	10	1	86	143	34	2	102
32	25 Jan 2016	21:46:27	0	1	2	3	4	5	6	97	26	46	120	55	6	60	6	21	29	32	106	175	83	5	58	69	10	7	98
33	25 Jan 2016	21:47:27	0	1	2	3	4	5	6	46	17	43	76	49	0	76	2	13	47	87	46	100	76	8	43	88	44	10	97
34	25 Jan 2016	21:48:27	0	1	2	3	4	5	6	57	18	92	47	62	0	54	1	9	4	61	73	52	17	6	103	87	80	10	65
35	25 Jan 2016	21:49:27	0	1	2	3	4	5	6	81	6	48	85	6	0	52	0	45	17	82	61	103	25	6	30	33	52	10	87
36	25 Jan 2016	21:50:27	0	1	2	3	4	5	6	97	1	54	146	175	0	42	1	38	24	75	101	62	24	6	67	73	48	6	110
37	25 Jan 2016	21:51:27	0	1	2	3	4	5	6	77	4	68	90	60	12	48	61	30	8	73	74	160	23	7	68	79	118	9	92
38	25 Jan 2016	21:52:27	0	1	2	3	4	5	6	84	6	80	84	47	9	9	71	23	5	28	53	67	53	7	46	64	38	2	73
39	25 Jan 2016	21:53:27	0	1	2	3	4	5	6	24	5	58	95	49	4	22	28	27	3	82	138	48	63	5	62	100	66	1	60
40	25 Jan 2016	21:54:27	0	1	2	3	4	5	6	97	3	51	102	7	0	67	20	20	7	85	86	106	108	0	31	110	77	4	126
41	25 Jan 2016	21:55:27	0	1	2	3	4	5	6	132	5	102	133	80	0	69	11	30	2	87	82	0	123	0	29	107	19	6	82
42	25 Jan 2016	21:56:27	0	1	2	3	4	5	6	68	1	58	126	75	0	70	7	27	0	61	102	1	33	0	79	68	50	4	67
43	25 Jan 2016	21:57:27	0	1	2	3	4	5	6	71	3	53	72	6	0	67	7	28	0	68	18	1	37	0	67	70	42	51	32
44	25 Jan 2016	21:58:27	0	1	2	3	4	5	6	98	1	83	107	53	5	67	6	20	0	102	15	0	59	0	58	49	69	42	82
45	25 Jan 2016	21:59:27	0	1	2	3	4	5	6	90	3	58	17	45	2	9	0	18	0	15	37	2	86	0	90	54	35	14	93
46	25 Jan 2016	22:00:27	0	1	2	3	4	5	6	10	0	51	81	73	1	176	0	34	3	8	27	20	105	0	71	61	81	23	73
47	25 Jan 2016	22:01:27	0	1	2	3	4	5	6	98	0	32	122	0	0	72	7	23	1	15	160	107	92	4	19	94	68	35	56
48	25 Jan 2016	22:02:27	0	1	2	3	4	5	6	63	54	86	63	231	0	89	6	20	2	30	108	60	86	3	51	93	43	19	100
49	25 Jan 2016	22:03:27	0	1	2	3	4	5	6	85	10	61	95	83	0	69	2	23	5	10	66	23	85	5	95	83	28	15	111
50	25 Jan 2016	22:04:27	0	1	2	3	4	5	6	105	11	67	87	0	0	58	0	28	9	24	50	0	9	5	24	68	42	5	93
51	25 Jan 2016	22:05:27	0	1	2	3	4	5	6	106	17	94	111	214	0	75	6	48	18	126	125	3	11	2	69	67	61	3	149
52	25 Jan 2016	22:06:27	0	1	2	3	4	5	6	149	17	28	91	40	0	55	1	32	11	63	31	6	10	1	110	98	65	4	90
53	25 Jan 2016	22:07:27	0	1	2	3	4	5	6	100	20	42	22	37	0	67	0	43	10	85	45	5	22	0	28	64	51	19	123
54	25 Jan 2016	22:08:27	0	1	2	3	4	5	6	18	10	50	101	32	0	21	10	26	31	106	120	3	36	0	85	82	94	22	79
55	25 Jan 2016	22:09:27	0	1	2	3	4	5	6	83	14	66	84	39	0	52	27	41	4	71	57	6	83	1	66	102	27	28	73
56	25 Jan 2016	22:10:27	0	1	2	3	4	5	6	101	13	18	56	25	0	33	88	16	4	71	91	7	94	1	12	74	104	74	61
57	25 Jan 2016	22:11:27	0	1	2	3	4	5	6	71	10	62	86	30	0	42	69	19	2	98	108	9	13	0	100	33	50	6	75
58	25 Jan 2016	22:12:27	0	1	2	3	4	5	6	94	17	76	72	48	0	57	73	37	5	85	94	5	22	0	40	51	35	21	9
59	25 Jan 2016	22:13:27	0	1	2	3	4	5	6	87	18	79	99	37	0	45	45	30	5	26	110	3	27	0	32	118	110	60	120
60	25 Jan 2016	22:14:27	0	1	2	3	4	5	6	76	9	64	130	35	0	67	38	30	0	9	79	3	14	0	31	64	59	75	109
61	25 Jan 2016	22:15:27	0	1	2	3	4	5	6	76	16	76	73	61	0	79	57	34	24	100	17	1	20	21	25	4	31	56	91
62	25 Jan 2016	22:16:27	0	1	2	3	4	5	6	49	4	100	78	48	0	61	26	31	18	66	33	5	29	89	25	14	8	61	60
63	25 Jan 2016	22:17:27	0	1	2	3	4	5	6	83	7	69	33	47	0	122	0	22	27	23	127	6	99	113	63	81	6	40	116
64	25 Jan 2016	22:18:26	0	1	2	3	4	5	6	97	18	53	168	54	0	77	14	42	0	22	105	7	90	13	96	111	117	41	61
65	25 Jan 2016	22:19:27	0	1	2	3	4	5	6	43	15	29	77	24	0	57	60	62	7	36	46	6	11	22	83	80	51	6	80
66	25 Jan 2016	22:20:27	0	1	2	3	4	5	6	131	12	51	112	29	0	65	15	37	4	85	80	10	30	7	17	99	119	0	73
67	25 Jan 2016	22:21:27	0	1	2	3	4	5	6	90	26	9	22	13	0	61	1	38	15	67	90	4	70	6	35	77	52	0	65
68	25 Jan 2016	22:22:27	0	1	2	3	4	5	6	76	12	55	95	49	3	50	4	172	53	70	95	5	90	3	78	54	75	0	65
69	25 Jan 2016	22:23:27	0	1	2	3	4	5	6	57	1	48	134	14	4	65	0	39	23	82	41	53	76	2	81	59	63	4	54
70	25 Jan 2016	22:24:27	0	1	2	3	4	5	6	46	0	29	14	5	7	40	2	41	22	68	25	101	84	1	86	9	17	1	22
71	25 Jan 2016	22:25:27	0	1	2	3	4	5	6	88	0	44	125	56	9	57	0	46	16	58	151	73	17	2	81	13	52	6	99
72	25 Jan 2016	22:26:27	0	1	2	3	4	5	6	98	0	13	49	42	13	56	4	22	17	42	73	10	17	0	70	1	24	7	76
